score,time
165,61.26890327675003
180,59.936772406101234
195,58.604641535452444
210,57.27251066480365
225,55.94037979415485
240,54.60824892350606
255,53.27611805285727
270,51.943987182208474
295,49.723769064460484
310,48.39163819381169
