win,time,score,player_health,algorithm
True,70.52246618270874,210,40,A_star
True,62.901265382766724,255,70,A_star
True,45.19094896316528,210,40,A_star
True,38.79822397232056,210,40,A_star
True,46.9666690826416,240,60,A_star
True,57.69915699958801,240,60,A_star
True,67.0268452167511,195,30,A_star
True,47.115283489227295,255,70,A_star
True,62.0163996219635,240,60,A_star
True,63.83080077171326,165,10,A_star
